rank_date,country_full,total_points,rank
2012-01-31,Belgium,1955.9176145084655,6
2012-01-31,Netherlands,1938.081088860207,7
2012-01-31,Portugal,1933.704710955901,8
2012-01-31,Colombia,1923.4931092160566,9
2012-01-31,Italy,1919.0670591125386,10
2012-01-31,Uruguay,1898.280050616384,11
2012-01-31,Germany,1882.8021914364213,12
2012-01-31,Croatia,1876.8632496489588,13
2012-01-31,Switzerland,1868.1217906633165,14
2012-01-31,Morocco,1863.2527076032504,15
2012-01-31,United States,1852.5864620589755,16
2012-01-31,Japan,1847.0291183287795,17
2012-01-31,Senegal,1844.9588682417232,18
2012-01-31,Iran,1819.536261648998,19
2012-01-31,Mexico,1812.3189249406696,20
2012-01-31,South Korea,1805.0716581725949,21
2012-01-31,Denmark,1803.6445501597773,22
2012-01-31,Australia,1777.9130428428557,23
2012-01-31,Ivory Coast,1741.12788728778,24
2012-01-31,Canada,1731.3895285070396,25
2012-01-31,New Zealand,1727.4775071578517,26
2012-01-31,Saudi Arabia,1718.084073367223,27
2012-01-31,Poland,1716.671629322353,28
2012-01-31,Serbia,1689.533848874901,29
2012-01-31,Iraq,1670.599357410872,30
2012-01-31,Algeria,1654.5483117366432,31
2012-01-31,United Arab Emirates,1627.4240841936319,32
2012-01-31,Jamaica,1622.7269060631445,33
2012-01-31,Cameroon,1596.5241006034844,34
2012-01-31,Chile,1586.9750615621435,35
2012-01-31,Ukraine,1583.069088157086,36
2012-01-31,Panama,1582.340766597487,37
2012-01-31,Mali,1579.0928258180245,38
2012-01-31,Nigeria,1577.0652839879372,39
2012-01-31,Wales,1571.6807626927646,40
2012-01-31,Peru,1538.3725778138341,41
2012-01-31,Egypt,1528.376934369169,42
2012-01-31,Sweden,1504.054119930791,43
2012-01-31,Venezuela,1483.6533967777834,44
2012-01-31,Ecuador,1474.9976543007683,45
2012-01-31,Costa Rica,1439.1009491073467,46
2012-01-31,Tunisia,1429.8093916790042,47
2012-01-31,Qatar,1409.0505174482344,48
2012-02-29,Argentina,2110.042301710063,1
2012-02-29,France,2062.97918717679,2
2012-02-29,Spain,2046.7407988536445,3
2012-02-29,England,2026.370482022542,4
2012-02-29,Brazil,2005.6112095363055,5
2012-02-29,Belgium,1956.762897290888,6
2012-02-29,Netherlands,1938.4633536863203,7
2012-02-29,Portugal,1934.1996935286043,8
2012-02-29,Colombia,1923.8959997982943,9
2012-02-29,Italy,1916.749520574097,10
2012-02-29,Uruguay,1897.1649041049636,11
2012-02-29,Germany,1878.8520807882865,12
2012-02-29,Croatia,1878.4160310403809,13
2012-02-29,Switzerland,1869.4445257985865,14
2012-02-29,Morocco,1864.0955069537874,15
2012-02-29,United States,1851.3690125723394,16
2012-02-29,Senegal,1846.4024823131413,17
2012-02-29,Japan,1846.2268556039558,18
2012-02-29,Iran,1821.0036233462272,19
2012-02-29,Mexico,1812.6211955197862,20
2012-02-29,South Korea,1802.8915576360064,21
2012-02-29,Denmark,1802.0778553128418,22
2012-02-29,Australia,1776.474272905333,23
2012-02-29,Ivory Coast,1740.0751678424142,24
2012-02-29,New Zealand,1731.0841643080012,25
2012-02-29,Canada,1729.287389957518,26
2012-02-29,Saudi Arabia,1717.547891319157,27
2012-02-29,Poland,1715.2794233598377,28
2012-02-29,Serbia,1691.0669544265704,29
2012-02-29,Iraq,1671.9248848323357,30
2012-02-29,Algeria,1659.3936331873754,31
2012-02-29,United Arab Emirates,1627.3047550717777,32
2012-02-29,Jamaica,1625.474312915443,33
2012-02-29,Cameroon,1598.4490632103023,34
2012-02-29,Chile,1584.1361801263588,35
2012-02-29,Panama,1580.9837717839619,36
2012-02-29,Mali,1580.5227292676634,37
2012-02-29,Ukraine,1580.358599109199,38
2012-02-29,Nigeria,1576.52684747839,39
2012-02-29,Wales,1568.8832894238203,40
2012-02-29,Peru,1537.1565881498123,41
2012-02-29,Egypt,1529.2765579425852,42
2012-02-29,Sweden,1504.798772702229,43
2012-02-29,Venezuela,1483.737197586894,44
2012-02-29,Ecuador,1472.133809129391,45
2012-02-29,Costa Rica,1438.6860530989666,46
2012-02-29,Tunisia,1427.5513821534548,47
2012-02-29,Qatar,1411.1156420829695,48
2012-03-31,Argentina,2108.532866061062,1
2012-03-31,France,2063.725590629732,2
2012-03-31,Spain,2043.6472702008516,3
2012-03-31,England,2029.2358997094057,4
2012-03-31,Brazil,2005.4187159914218,5
2012-03-31,Belgium,1957.3410447810736,6
2012-03-31,Netherlands,1938.8332346540249,7
2012-03-31,Portugal,1934.091814706715,8
2012-03-31,Colombia,1921.5563335595994,9
2012-03-31,Italy,1915.2956543964833,10
2012-03-31,Uruguay,1898.1586128828253,11
2012-03-31,Croatia,1878.0829337068408,12
2012-03-31,Germany,1877.8808137633835,13
2012-03-31,Switzerland,1869.9107268643618,14
2012-03-31,Morocco,1865.9384540274507,15
2012-03-31,United States,1853.9473264465419,16
2012-03-31,Senegal,1844.0448967317604,17
2012-03-31,Japan,1844.0135752492038,18
2012-03-31,Iran,1823.7481664459117,19
2012-03-31,Mexico,1811.4727088860718,20
2012-03-31,South Korea,1804.1603342110027,21
2012-03-31,Denmark,1802.3921983093128,22
2012-03-31,Australia,1776.1478984537457,23
2012-03-31,Ivory Coast,1742.1254545773634,24
2012-03-31,Canada,1731.27156244257,25
2012-03-31,New Zealand,1728.5202353521377,26
2012-03-31,Saudi Arabia,1718.9043264102618,27
2012-03-31,Poland,1715.7160315108679,28
2012-03-31,Serbia,1689.9913116498926,29
2012-03-31,Iraq,1675.0343461098305,30
2012-03-31,Algeria,1658.276667701485,31
2012-03-31,Jamaica,1628.0443946886735,32
2012-03-31,United Arab Emirates,1626.1693933822264,33
2012-03-31,Cameroon,1600.190207490459,34
2012-03-31,Panama,1584.8352845855466,35
2012-03-31,Chile,1583.1567647903562,36
2012-03-31,Ukraine,1581.787797575998,37
2012-03-31,Mali,1579.198853054117,38
2012-03-31,Nigeria,1577.6829743347814,39
2012-03-31,Wales,1568.9600521112775,40
2012-03-31,Peru,1538.020348184811,41
2012-03-31,Egypt,1529.0625428957464,42
2012-03-31,Sweden,1503.033339991901,43
2012-03-31,Venezuela,1483.4997955838828,44
2012-03-31,Ecuador,1476.1658255889593,45
2012-03-31,Costa Rica,1437.6872407655671,46
2012-03-31,Tunisia,1427.718792791395,47
2012-03-31,Qatar,1411.7086791099036,48
2012-04-30,Argentina,2106.8747745653186,1
2012-04-30,France,2063.872266297138,2
2012-04-30,Spain,2044.5990545574946,3
2012-04-30,England,2028.4766658723565,4
2012-04-30,Brazil,2003.0056754055513,5
2012-04-30,Belgium,1958.3917367999923,6
2012-04-30,Netherlands,1940.7703538107025,7
2012-04-30,Portugal,1933.7044814078374,8
2012-04-30,Colombia,1922.3343472847655,9
2012-04-30,Italy,1916.6169579783814,10
2012-04-30,Uruguay,1898.0878896519864,11
2012-04-30,Germany,1878.1748089471034,12
2012-04-30,Croatia,1876.2399712067574,13
2012-04-30,Switzerland,1871.5778892341987,14
2012-04-30,Morocco,1864.3866436906742,15
2012-04-30,United States,1853.11486270937,16
2012-04-30,Senegal,1845.41634461681,17
2012-04-30,Japan,1845.2899737849903,18
2012-04-30,Iran,1824.8539064397826,19
2012-04-30,Mexico,1810.0682964242133,20
2012-04-30,South Korea,1806.172172539264,21
2012-04-30,Denmark,1802.6946875000867,22
2012-04-30,Australia,1780.9047241845572,23
2012-04-30,Ivory Coast,1740.7906361609594,24
2012-04-30,Canada,1731.179634145009,25
2012-04-30,New Zealand,1729.9823437543103,26
2012-04-30,Saudi Arabia,1718.721586493688,27
2012-04-30,Poland,1714.8613024779586,28
2012-04-30,Serbia,1691.3204454324289,29
2012-04-30,Iraq,1678.467692266991,30
2012-04-30,Algeria,1661.1725791978108,31
2012-04-30,United Arab Emirates,1629.7701232879872,32
2012-04-30,Jamaica,1625.5431552683854,33
2012-04-30,Cameroon,1600.2950213191139,34
2012-04-30,Panama,1585.8630738730058,35
2012-04-30,Chile,1584.703058992329,36
2012-04-30,Ukraine,1580.4224039877124,37
2012-04-30,Mali,1578.464404645132,38
2012-04-30,Nigeria,1575.4599564546343,39
2012-04-30,Wales,1571.1580927177172,40
2012-04-30,Peru,1537.2469667887513,41
2012-04-30,Egypt,1529.5229476286254,42
2012-04-30,Sweden,1503.5683069302384,43
2012-04-30,Venezuela,1481.8922978618552,44
2012-04-30,Ecuador,1471.9371343050743,45
2012-04-30,Costa Rica,1438.4299482526337,46
2012-04-30,Tunisia,1428.2667603606162,47
2012-04-30,Qatar,1410.3866340690815,48
2012-05-31,Argentina,2109.429352975129,1
2012-05-31,France,2064.150711701742,2
2012-05-31,Spain,2043.4722383724363,3
2012-05-31,England,2027.7071947617662,4
2012-05-31,Brazil,2001.7751937856888,5
2012-05-31,Belgium,1958.3804767506192,6
2012-05-31,Netherlands,1943.8670055114087,7
2012-05-31,Portugal,1931.078729204124,8
2012-05-31,Colombia,1923.3022841428847,9
2012-05-31,Italy,1915.723515051409,10
2012-05-31,Uruguay,1898.493089942672,11
2012-05-31,Germany,1879.567209426173,12
2012-05-31,Croatia,1875.1340334719357,13
2012-05-31,Switzerland,1872.3578142922356,14
2012-05-31,Morocco,1866.8727281007455,15
2012-05-31,United States,1851.788225995794,16
2012-05-31,Japan,1848.2023490706085,17
2012-05-31,Senegal,1843.881049128495,18
2012-05-31,Iran,1823.9873532361091,19
2012-05-31,Mexico,1812.554446606243,20
2012-05-31,Denmark,1805.6893215850191,21
2012-05-31,South Korea,1805.669990478948,22
2012-05-31,Australia,1777.465121893505,23
2012-05-31,Ivory Coast,1743.9560757076536,24
2012-05-31,Canada,1730.1632977109605,25
2012-05-31,New Zealand,1730.0798648001135,26
2012-05-31,Saudi Arabia,1719.108871429456,27
2012-05-31,Poland,1716.6766606793192,28
2012-05-31,Serbia,1692.8102690733115,29
2012-05-31,Iraq,1680.443044784492,30
2012-05-31,Algeria,1662.1336214795278,31
2012-05-31,United Arab Emirates,1626.994954222341,32
2012-05-31,Jamaica,1623.5084599021068,33
2012-05-31,Cameroon,1599.409663297385,34
2012-05-31,Panama,1587.5434942508352,35
2012-05-31,Chile,1583.959879639566,36
2012-05-31,Ukraine,1580.0143748346325,37
2012-05-31,Mali,1579.2718618343977,38
2012-05-31,Nigeria,1577.314187871272,39
2012-05-31,Wales,1570.5589714606258,40
2012-05-31,Peru,1537.0370618888198,41
2012-05-31,Egypt,1526.9346862482505,42
2012-05-31,Sweden,1501.436492283555,43
2012-05-31,Venezuela,1482.3150569156282,44
2012-05-31,Ecuador,1472.675936519087,45
2012-05-31,Costa Rica,1437.2769199888676,46
2012-05-31,Tunisia,1429.0798909078708,47
2012-05-31,Qatar,1411.7433637452802,48
2012-06-30,Argentina,2111.8296288108545,1
2012-06-30,France,2063.702081337117,2
2012-06-30,Spain,2041.7170776702558,3
2012-06-30,England,2030.6926841208985,4
2012-06-30,Brazil,1995.4048442673502,5
2012-06-30,Belgium,1959.835743115752,6
2012-06-30,Netherlands,1943.5259410932042,7
2012-06-30,Portugal,1930.306020834018,8
2012-06-30,Colombia,1921.311392753461,9
2012-06-30,Italy,1913.3485150013726,10
2012-06-30,Uruguay,1899.1026389593933,11
2012-06-30,Germany,1879.3075447646322,12
2012-06-30,Croatia,1875.6485283848951,13
2012-06-30,Switzerland,1871.0129868937172,14
2012-06-30,Morocco,1866.1598984484751,15
2012-06-30,United States,1850.4418933409077,16
2012-06-30,Japan,1849.376894038867,17
2012-06-30,Senegal,1847.5128212354166,18
2012-06-30,Iran,1825.6955164789522,19
2012-06-30,Mexico,1812.7841886023455,20
2012-06-30,Denmark,1805.9314462955306,21
2012-06-30,South Korea,1805.1538207573653,22
2012-06-30,Australia,1779.5233479092285,23
2012-06-30,Ivory Coast,1742.7049444823929,24
2012-06-30,New Zealand,1728.4903841572436,25
2012-06-30,Canada,1728.2592746022622,26
2012-06-30,Poland,1720.664753952729,27
2012-06-30,Saudi Arabia,1720.4843277425898,28
2012-06-30,Serbia,1691.3110256694924,29
2012-06-30,Iraq,1682.1521166101986,30
2012-06-30,Algeria,1663.7467380686621,31
2012-06-30,United Arab Emirates,1625.391902976054,32
2012-06-30,Jamaica,1624.0976036157538,33
2012-06-30,Cameroon,1599.0883157400854,34
2012-06-30,Panama,1590.7575091428037,35
2012-06-30,Chile,1582.4467889193354,36
2012-06-30,Ukraine,1581.6842703347781,37
2012-06-30,Mali,1579.6352875227294,38
2012-06-30,Nigeria,1577.4936980285731,39
2012-06-30,Wales,1569.8862893702037,40
2012-06-30,Peru,1536.4636091835146,41
2012-06-30,Egypt,1527.928752917061,42
2012-06-30,Sweden,1500.394434425839,43
2012-06-30,Venezuela,1479.3351599342757,44
2012-06-30,Ecuador,1471.4681617981769,45
2012-06-30,Costa Rica,1437.5676664020077,46
2012-06-30,Tunisia,1432.9588039192747,47
2012-06-30,Qatar,1415.1955097121015,48
2012-07-31,Argentina,2114.392352784791,1
2012-07-31,France,2063.1469186577915,2
2012-07-31,Spain,2041.9240281267876,3
2012-07-31,England,2030.4580819593325,4
2012-07-31,Brazil,1996.9481745974729,5
2012-07-31,Belgium,1958.4864167296907,6
2012-07-31,Netherlands,1944.056109144065,7
2012-07-31,Portugal,1930.2140839003787,8
2012-07-31,Colombia,1920.7471119414695,9
2012-07-31,Italy,1912.2076053871667,10
2012-07-31,Uruguay,1899.893030708043,11
2012-07-31,Germany,1878.9612983783525,12
2012-07-31,Croatia,1876.0424428980027,13
2012-07-31,Switzerland,1871.968190514386,14
2012-07-31,Morocco,1868.648036673603,15
2012-07-31,United States,1850.0496144260333,16
2012-07-31,Japan,1849.269247509707,17
2012-07-31,Senegal,1847.5834809264634,18
2012-07-31,Iran,1824.5272862835418,19
2012-07-31,Mexico,1808.9637230303674,20
2012-07-31,Denmark,1806.2312168429144,21
2012-07-31,South Korea,1802.7246159697547,22
2012-07-31,Australia,1780.723805185619,23
2012-07-31,Ivory Coast,1737.7315887582915,24
2012-07-31,New Zealand,1730.418214463874,25
2012-07-31,Canada,1727.2911579380936,26
2012-07-31,Poland,1722.4283033945371,27
2012-07-31,Saudi Arabia,1718.880508528564,28
2012-07-31,Serbia,1693.4699460125066,29
2012-07-31,Iraq,1682.505683529687,30
2012-07-31,Algeria,1667.3218113037917,31
2012-07-31,Jamaica,1630.3652415780855,32
2012-07-31,United Arab Emirates,1625.224045862285,33
2012-07-31,Cameroon,1597.6538032336603,34
2012-07-31,Panama,1591.3821060295502,35
2012-07-31,Ukraine,1583.4384865341049,36
2012-07-31,Chile,1580.771058996032,37
2012-07-31,Mali,1578.7771837904395,38
2012-07-31,Nigeria,1576.1957815283035,39
2012-07-31,Wales,1567.1854892522833,40
2012-07-31,Peru,1539.9068377178885,41
2012-07-31,Egypt,1528.791815836599,42
2012-07-31,Sweden,1499.566631644801,43
2012-07-31,Venezuela,1480.8223069587239,44
2012-07-31,Ecuador,1467.5957849894726,45
2012-07-31,Costa Rica,1442.0200875222088,46
2012-07-31,Tunisia,1435.5197850467364,47
2012-07-31,Qatar,1411.693077972156,48
2012-08-31,Argentina,2113.508430531778,1
2012-08-31,France,2061.2766144068073,2
2012-08-31,Spain,2042.9994669223508,3
2012-08-31,England,2029.5586694273813,4
2012-08-31,Brazil,1997.243243447849,5
2012-08-31,Belgium,1957.5332254065233,6
2012-08-31,Netherlands,1943.6443053047979,7
2012-08-31,Portugal,1930.011282861019,8
2012-08-31,Colombia,1920.088985534062,9
2012-08-31,Italy,1913.9400081494143,10
2012-08-31,Uruguay,1900.5050382229174,11
2012-08-31,Germany,1883.853779315803,12
2012-08-31,Croatia,1874.8090608374227,13
2012-08-31,Morocco,1870.0278296994982,14
2012-08-31,Switzerland,1868.2918184468028,15
2012-08-31,United States,1848.9179041646132,16
2012-08-31,Japan,1848.6065363151001,17
2012-08-31,Senegal,1847.5736290299667,18
2012-08-31,Iran,1824.4420035119426,19
2012-08-31,Mexico,1810.275889662473,20
2012-08-31,Denmark,1808.7738516971644,21
2012-08-31,South Korea,1803.2872975935286,22
2012-08-31,Australia,1779.7526253691478,23
2012-08-31,Ivory Coast,1735.6608810281111,24
2012-08-31,New Zealand,1730.0785901975066,25
2012-08-31,Canada,1726.879329405484,26
2012-08-31,Poland,1724.8760094203626,27
2012-08-31,Saudi Arabia,1717.1114913256415,28
2012-08-31,Serbia,1694.9387123787349,29
2012-08-31,Iraq,1684.9139665591526,30
2012-08-31,Algeria,1667.5853043642526,31
2012-08-31,Jamaica,1631.0971064277483,32
2012-08-31,United Arab Emirates,1621.2672794810221,33
2012-08-31,Cameroon,1599.6122775182582,34
2012-08-31,Panama,1592.138574075861,35
2012-08-31,Chile,1583.1603092582163,36
2012-08-31,Ukraine,1581.6488841990597,37
2012-08-31,Mali,1576.1741043582188,38
2012-08-31,Nigeria,1576.0054016933939,39
2012-08-31,Wales,1565.981585470292,40
2012-08-31,Peru,1538.7618812240585,41
2012-08-31,Egypt,1531.9049277710296,42
2012-08-31,Sweden,1503.2138385504722,43
2012-08-31,Venezuela,1480.0503339733496,44
2012-08-31,Ecuador,1465.4257501238221,45
2012-08-31,Costa Rica,1440.9565539837668,46
2012-08-31,Tunisia,1436.4367501504482,47
2012-08-31,Qatar,1413.7992250415275,48
2012-09-30,Argentina,2113.408179659574,1
2012-09-30,France,2059.7801647937754,2
2012-09-30,Spain,2044.7283198775328,3
2012-09-30,England,2032.1667966783662,4
2012-09-30,Brazil,1997.1563659433539,5
2012-09-30,Belgium,1957.4340541755,6
2012-09-30,Netherlands,1946.532437462279,7
2012-09-30,Portugal,1928.122820023803,8
2012-09-30,Colombia,1921.0121858260452,9
2012-09-30,Italy,1914.6423743681594,10
2012-09-30,Uruguay,1900.736258175164,11
2012-09-30,Germany,1883.5607232267982,12
2012-09-30,Croatia,1873.3495705527237,13
2012-09-30,Morocco,1871.2481837316718,14
2012-09-30,Switzerland,1870.901296767712,15
2012-09-30,Japan,1851.1179482154835,16
2012-09-30,United States,1848.2953620567519,17
2012-09-30,Senegal,1847.84275840744,18
2012-09-30,Iran,1826.4353023610604,19
2012-09-30,Denmark,1809.2367022512256,20
2012-09-30,Mexico,1808.7765014261427,21
2012-09-30,South Korea,1804.3836511922937,22
2012-09-30,Australia,1777.3925173032792,23
2012-09-30,Ivory Coast,1735.932598561939,24
2012-09-30,New Zealand,1730.5967737041829,25
2012-09-30,Canada,1726.7312259664238,26
2012-09-30,Poland,1721.4067290733892,27
2012-09-30,Saudi Arabia,1716.907113370913,28
2012-09-30,Serbia,1693.0120726492528,29
2012-09-30,Iraq,1684.9980520499657,30
2012-09-30,Algeria,1667.4428044359715,31
2012-09-30,Jamaica,1629.463047960906,32
2012-09-30,United Arab Emirates,1614.8909836473133,33
2012-09-30,Cameroon,1600.3090220355043,34
2012-09-30,Panama,1591.9073386218893,35
2012-09-30,Chile,1581.0503944399256,36
2012-09-30,Mali,1576.4538146210139,37
2012-09-30,Ukraine,1576.3120745151145,38
2012-09-30,Nigeria,1575.8466275130977,39
2012-09-30,Wales,1567.8082673670788,40
2012-09-30,Peru,1537.4771553693108,41
2012-09-30,Egypt,1529.4733149513047,42
2012-09-30,Sweden,1499.7657963665738,43
2012-09-30,Venezuela,1480.3201005098972,44
2012-09-30,Ecuador,1464.0103793087915,45
2012-09-30,Costa Rica,1441.6502237533127,46
2012-09-30,Tunisia,1434.7007540146726,47
2012-09-30,Qatar,1412.965813643096,48
2012-10-31,Argentina,2113.616137753452,1
2012-10-31,France,2060.554163849628,2
2012-10-31,Spain,2046.760681784952,3
2012-10-31,England,2033.8544026478996,4
2012-10-31,Brazil,1993.1696100214833,5
2012-10-31,Belgium,1959.14563758905,6
2012-10-31,Netherlands,1945.473730419957,7
2012-10-31,Portugal,1929.3557378019248,8
2012-10-31,Colombia,1920.6429674350018,9
2012-10-31,Italy,1913.3492804527143,10
2012-10-31,Uruguay,1899.4983346884294,11
2012-10-31,Germany,1884.8125823340677,12
2012-10-31,Switzerland,1875.1683408139893,13
2012-10-31,Croatia,1871.106725366679,14
2012-10-31,Morocco,1870.1092836063926,15
2012-10-31,Japan,1850.9486018033217,16
2012-10-31,Senegal,1847.6973005526181,17
2012-10-31,United States,1847.6286949379278,18
2012-10-31,Iran,1825.5112008416986,19
2012-10-31,Denmark,1811.5493835947145,20
2012-10-31,Mexico,1809.4116273391387,21
2012-10-31,South Korea,1800.0784009972183,22
2012-10-31,Australia,1776.8696731242849,23
2012-10-31,Ivory Coast,1735.876250943026,24
2012-10-31,New Zealand,1731.3863092095914,25
2012-10-31,Canada,1727.0074180934323,26
2012-10-31,Poland,1723.982639764073,27
2012-10-31,Saudi Arabia,1714.3898726162477,28
2012-10-31,Serbia,1689.3575250125932,29
2012-10-31,Iraq,1680.9937115778828,30
2012-10-31,Algeria,1668.9141575608658,31
2012-10-31,Jamaica,1630.2271059960801,32
2012-10-31,United Arab Emirates,1614.294874747678,33
2012-10-31,Cameroon,1600.323313543339,34
2012-10-31,Panama,1591.5873442710274,35
2012-10-31,Ukraine,1579.2871369549853,36
2012-10-31,Chile,1577.9457763804598,37
2012-10-31,Mali,1576.3577813725606,38
2012-10-31,Nigeria,1574.0580062544896,39
2012-10-31,Wales,1567.6792378981415,40
2012-10-31,Peru,1536.8007008222467,41
2012-10-31,Egypt,1532.4348850933904,42
2012-10-31,Sweden,1500.5845253881362,43
2012-10-31,Venezuela,1483.3605747499273,44
2012-10-31,Ecuador,1462.1392363121893,45
2012-10-31,Costa Rica,1441.9041662414677,46
2012-10-31,Tunisia,1435.7742732076092,47
2012-10-31,Qatar,1417.181388423409,48
2012-11-30,Argentina,2114.130242758034,1
2012-11-30,France,2058.532770726273,2
2012-11-30,Spain,2044.8310927719979,3
2012-11-30,England,2035.8044423052875,4
2012-11-30,Brazil,1993.8186195164492,5
2012-11-30,Belgium,1959.9538770274653,6
2012-11-30,Netherlands,1945.7061511724105,7
2012-11-30,Portugal,1932.2223323241687,8
2012-11-30,Colombia,1921.7967551502468,9
2012-11-30,Italy,1912.756618301968,10
2012-11-30,Uruguay,1899.2127779415798,11
2012-11-30,Germany,1885.9101140513599,12
2012-11-30,Switzerland,1879.0823647167845,13
2012-11-30,Croatia,1869.4617874626783,14
2012-11-30,Morocco,1869.0783622509516,15
2012-11-30,Japan,1852.2370885633518,16
2012-11-30,Senegal,1849.808237641116,17
2012-11-30,United States,1847.6138366913015,18
2012-11-30,Iran,1823.2267237357999,19
2012-11-30,Denmark,1812.8010697957145,20
2012-11-30,Mexico,1807.0789366236158,21
2012-11-30,South Korea,1798.0034646932584,22
2012-11-30,Australia,1777.0244866787095,23
2012-11-30,Ivory Coast,1738.2477045131889,24
2012-11-30,New Zealand,1732.903204813159,25
2012-11-30,Canada,1731.1779065337685,26
2012-11-30,Poland,1724.8222992423116,27
2012-11-30,Saudi Arabia,1717.0438098598859,28
2012-11-30,Serbia,1685.7374969832224,29
2012-11-30,Iraq,1680.9297718117932,30
2012-11-30,Algeria,1667.9580843222832,31
2012-11-30,Jamaica,1634.01797202605,32
2012-11-30,United Arab Emirates,1614.703632954902,33
2012-11-30,Cameroon,1598.76723036043,34
2012-11-30,Panama,1594.3513444459566,35
2012-11-30,Ukraine,1580.009360295897,36
2012-11-30,Chile,1578.8109628250054,37
2012-11-30,Nigeria,1574.1551106138018,38
2012-11-30,Mali,1572.7907976357442,39
2012-11-30,Wales,1566.6873938771082,40
2012-11-30,Peru,1534.5704084985273,41
2012-11-30,Egypt,1529.9874768292448,42
2012-11-30,Sweden,1499.5312455782505,43
2012-11-30,Venezuela,1484.567459712344,44
2012-11-30,Ecuador,1460.3437623723503,45
2012-11-30,Costa Rica,1440.2751484017017,46
2012-11-30,Tunisia,1433.0239134245414,47
2012-11-30,Qatar,1416.5535035390417,48
2012-12-31,Argentina,2113.7661224573258,1
2012-12-31,France,2056.692855848789,2
2012-12-31,Spain,2041.8795713549293,3
2012-12-31,England,2038.2903202690093,4
2012-12-31,Brazil,1992.0546663468942,5
2012-12-31,Belgium,1963.7363298965242,6
2012-12-31,Netherlands,1945.3081577847431,7
2012-12-31,Portugal,1931.3776702338096,8
2012-12-31,Colombia,1921.0500614254065,9
2012-12-31,Italy,1915.8836623734505,10
2012-12-31,Uruguay,1898.3154856708297,11
2012-12-31,Germany,1885.9884641661286,12
2012-12-31,Switzerland,1878.0115569971824,13
2012-12-31,Morocco,1869.0534159828262,14
2012-12-31,Croatia,1868.171224028339,15
2012-12-31,Japan,1852.2555186978054,16
2012-12-31,United States,1848.5683575246007,17
2012-12-31,Senegal,1847.2183527581008,18
2012-12-31,Iran,1820.5821758527716,19
2012-12-31,Denmark,1811.5343950984607,20
2012-12-31,Mexico,1808.487760915805,21
2012-12-31,South Korea,1798.6716966629122,22
2012-12-31,Australia,1772.6170436107036,23
2012-12-31,Ivory Coast,1737.79076034488,24
2012-12-31,Canada,1735.9002831653427,25
2012-12-31,New Zealand,1732.0330183722047,26
2012-12-31,Poland,1724.560039535739,27
2012-12-31,Saudi Arabia,1717.2377301791996,28
2012-12-31,Serbia,1687.1142412282152,29
2012-12-31,Iraq,1680.7477594065076,30
2012-12-31,Algeria,1668.8447132014885,31
2012-12-31,Jamaica,1632.6677968633828,32
2012-12-31,United Arab Emirates,1616.814843727487,33
2012-12-31,Cameroon,1598.4017633961253,34
2012-12-31,Panama,1590.3807547444376,35
2012-12-31,Ukraine,1580.9990841098374,36
2012-12-31,Chile,1580.1150935206888,37
2012-12-31,Nigeria,1574.9092991540879,38
2012-12-31,Mali,1568.3968866635676,39
2012-12-31,Wales,1565.0620391202958,40
2012-12-31,Peru,1535.381829753693,41
2012-12-31,Egypt,1530.5614590015389,42
2012-12-31,Sweden,1501.3460528063358,43
2012-12-31,Venezuela,1483.5556376923753,44
2012-12-31,Ecuador,1462.130854456188,45
2012-12-31,Costa Rica,1438.1247770621446,46
2012-12-31,Tunisia,1431.4513948865188,47
2012-12-31,Qatar,1415.0066359739021,48
2013-01-31,Argentina,2112.060160383186,1
2013-01-31,France,2057.400016408254,2
2013-01-31,Spain,2044.8176689768238,3
2013-01-31,England,2042.394033074139,4
2013-01-31,Brazil,1990.9994636523759,5
2013-01-31,Belgium,1961.928361084458,6
2013-01-31,Netherlands,1946.4768938894285,7
2013-01-31,Portugal,1931.6724292274541,8
2013-01-31,Colombia,1922.905080784753,9
2013-01-31,Italy,1913.558531831689,10
2013-01-31,Uruguay,1895.7071280358114,11
2013-01-31,Germany,1884.22762168032,12
2013-01-31,Switzerland,1877.3944158081838,13
2013-01-31,Croatia,1868.1239664880286,14
2013-01-31,Morocco,1867.3654516439776,15
2013-01-31,United States,1849.0567226835494,16
2013-01-31,Japan,1848.0018895608025,17
2013-01-31,Senegal,1844.8700995230424,18
2013-01-31,Iran,1819.9167556499146,19
2013-01-31,Denmark,1812.9893577050373,20
2013-01-31,Mexico,1808.8710827331163,21
2013-01-31,South Korea,1801.0176844153302,22
2013-01-31,Australia,1771.008049842222,23
2013-01-31,Canada,1734.6157974811554,24
2013-01-31,Ivory Coast,1733.9497377346022,25
2013-01-31,New Zealand,1729.8374297217247,26
2013-01-31,Poland,1721.6925710994105,27
2013-01-31,Saudi Arabia,1716.945255091544,28
2013-01-31,Serbia,1687.794898141112,29
2013-01-31,Iraq,1681.8760769319867,30
2013-01-31,Algeria,1673.214830253294,31
2013-01-31,Jamaica,1633.7109750567686,32
2013-01-31,United Arab Emirates,1613.9480799962093,33
2013-01-31,Cameroon,1593.724454329328,34
2013-01-31,Panama,1589.0237120306354,35
2013-01-31,Ukraine,1583.4704230251348,36
2013-01-31,Chile,1580.711693003512,37
2013-01-31,Nigeria,1574.8196654616215,38
2013-01-31,Mali,1571.2858123869232,39
2013-01-31,Wales,1568.9326501520052,40
2013-01-31,Peru,1540.6165048874243,41
