rank_date,country_full,total_points,rank
2013-07-31,Peru,1613.8562913857984,22
2013-07-31,Belgium,1612.3161319884398,23
2013-07-31,Canada,1607.024568668172,24
2013-07-31,Senegal,1579.3975262326514,25
2013-07-31,Brazil,1540.9004995936639,26
2013-07-31,Australia,1527.7433383765026,27
2013-07-31,Italy,1503.8131854034903,28
2013-07-31,Panama,1496.8913151233942,29
2013-07-31,Egypt,1494.1147804673353,30
2013-07-31,United Arab Emirates,1479.030760416388,31
2013-07-31,Ecuador,1475.9446323842205,32
2013-07-31,Morocco,1402.4651326501642,33
2013-07-31,Jamaica,1399.9997042471884,34
2013-07-31,South Korea,1396.0135998469339,35
2013-07-31,Nigeria,1393.6516956708422,36
2013-07-31,Mali,1320.2313134971641,37
2013-07-31,Saudi Arabia,1318.7802861648233,38
2013-07-31,Cameroon,1310.5314591752824,39
2013-07-31,Serbia,1309.8481849261614,40
2013-07-31,Ivory Coast,1160.378537108257,41
2013-07-31,Argentina,1117.9450587310616,42
2013-07-31,England,1100.8425349216684,43
2013-07-31,Costa Rica,1058.5717194321003,44
2013-07-31,Wales,1018.8953830125001,45
2013-07-31,Mexico,1011.5464942882264,46
2013-07-31,Ukraine,970.0738404243535,47
2013-07-31,Poland,959.9666991514745,48
2013-08-31,Sweden,2034.2902007289254,1
2013-08-31,France,1981.159183357424,2
2013-08-31,Iran,1975.510017237562,3
2013-08-31,Tunisia,1966.2425931276312,4
2013-08-31,New Zealand,1953.979565925316,5
2013-08-31,Croatia,1934.2297471672914,6
2013-08-31,Qatar,1929.5106150499046,7
2013-08-31,United States,1925.242975666802,8
2013-08-31,Chile,1922.3694999103752,9
2013-08-31,Germany,1916.3250459498206,10
2013-08-31,Iraq,1916.1534148262738,11
2013-08-31,Uruguay,1906.4997668269773,12
2013-08-31,Venezuela,1901.5634299613012,13
2013-08-31,Netherlands,1832.902537276506,14
2013-08-31,Denmark,1816.0896960821121,15
2013-08-31,Portugal,1804.9747525276498,16
2013-08-31,Colombia,1764.7221985547262,17
2013-08-31,Algeria,1739.2709071731065,18
2013-08-31,Switzerland,1708.213949382504,19
2013-08-31,Japan,1671.3456369067953,20
2013-08-31,Peru,1627.9008391288216,21
2013-08-31,Belgium,1617.3112027939183,22
2013-08-31,Canada,1611.2571239415604,23
2013-08-31,Spain,1605.3794317049571,24
2013-08-31,Brazil,1552.3352140511176,25
2013-08-31,Senegal,1549.2814571535343,26
2013-08-31,Australia,1529.0218534156934,27
2013-08-31,Italy,1512.031152090673,28
2013-08-31,Egypt,1500.0020090762696,29
2013-08-31,Panama,1497.6415132707448,30
2013-08-31,United Arab Emirates,1470.8615121445712,31
2013-08-31,Ecuador,1468.5000936475224,32
2013-08-31,South Korea,1406.3811305583647,33
2013-08-31,Jamaica,1396.1161859288654,34
2013-08-31,Nigeria,1393.1771539064362,35
2013-08-31,Morocco,1386.2717960767366,36
2013-08-31,Cameroon,1327.2967007801617,37
2013-08-31,Mali,1323.8940667136542,38
2013-08-31,Serbia,1305.6343471161892,39
2013-08-31,Saudi Arabia,1305.591184307066,40
2013-08-31,Ivory Coast,1168.7885083766137,41
2013-08-31,Argentina,1113.4059267151663,42
2013-08-31,England,1093.878365386153,43
2013-08-31,Costa Rica,1056.7237286800216,44
2013-08-31,Wales,1032.8055928407096,45
2013-08-31,Mexico,1003.9220873433911,46
2013-08-31,Ukraine,971.0773942641654,47
2013-08-31,Poland,955.9106652768838,48
2013-09-30,Sweden,2034.932861160266,1
2013-09-30,Iran,1982.2763928560792,2
2013-09-30,France,1970.9964198355271,3
2013-09-30,Tunisia,1966.6531485844032,4
2013-09-30,New Zealand,1958.7537872447467,5
2013-09-30,Croatia,1940.3312804909745,6
2013-09-30,Chile,1934.849077110431,7
2013-09-30,United States,1923.4964920211028,8
2013-09-30,Iraq,1918.3364800413872,9
2013-09-30,Qatar,1915.4912490683282,10
2013-09-30,Germany,1911.7437596905002,11
2013-09-30,Uruguay,1910.8602981650524,12
2013-09-30,Venezuela,1908.3670379713235,13
2013-09-30,Netherlands,1839.609547715517,14
2013-09-30,Denmark,1811.6907444426688,15
2013-09-30,Portugal,1795.9072758162106,16
2013-09-30,Colombia,1756.7430485038599,17
2013-09-30,Algeria,1736.206147502186,18
2013-09-30,Switzerland,1698.931429792511,19
2013-09-30,Japan,1685.5283767904411,20
2013-09-30,Belgium,1619.7873703303217,21
2013-09-30,Peru,1614.0762934708082,22
2013-09-30,Canada,1609.0792432213007,23
2013-09-30,Spain,1589.1072206590047,24
2013-09-30,Senegal,1550.2865819579422,25
2013-09-30,Brazil,1546.7742346158645,26
2013-09-30,Australia,1527.8440126404394,27
2013-09-30,Egypt,1511.3110079557528,28
2013-09-30,Italy,1508.754758365077,29
2013-09-30,Panama,1502.304929095585,30
2013-09-30,Ecuador,1466.9420304571786,31
2013-09-30,United Arab Emirates,1456.1297727668468,32
2013-09-30,Jamaica,1413.16219981133,33
2013-09-30,South Korea,1410.9018168032821,34
2013-09-30,Nigeria,1408.4226130060865,35
2013-09-30,Morocco,1383.9078158250977,36
2013-09-30,Cameroon,1342.4995075199604,37
2013-09-30,Mali,1310.9252517129698,38
2013-09-30,Serbia,1303.4235947216237,39
2013-09-30,Saudi Arabia,1297.8721791621342,40
2013-09-30,Ivory Coast,1169.8471201888715,41
2013-09-30,Argentina,1116.4830063335005,42
2013-09-30,England,1090.932301668638,43
2013-09-30,Costa Rica,1051.0665995413492,44
2013-09-30,Wales,1026.6975296154703,45
2013-09-30,Mexico,1003.9178242177667,46
2013-09-30,Poland,965.5761082020528,47
2013-09-30,Ukraine,961.694910645307,48
2013-10-31,Sweden,2010.5890170792134,1
2013-10-31,Iran,1984.2245221363844,2
2013-10-31,New Zealand,1980.7265137945974,3
2013-10-31,Tunisia,1964.4002537692197,4
2013-10-31,France,1961.2304749772868,5
2013-10-31,Croatia,1955.6173545244642,6
2013-10-31,Chile,1938.622733853058,7
2013-10-31,United States,1929.6038735162392,8
2013-10-31,Iraq,1928.7222216115592,9
2013-10-31,Venezuela,1916.9445133440506,10
2013-10-31,Uruguay,1913.5016764893755,11
2013-10-31,Germany,1909.0509268841101,12
2013-10-31,Qatar,1898.301419184916,13
2013-10-31,Netherlands,1848.9921657510286,14
2013-10-31,Denmark,1816.6432141731038,15
2013-10-31,Portugal,1768.2337189702425,16
2013-10-31,Colombia,1761.9360744106332,17
2013-10-31,Algeria,1730.6170503350932,18
2013-10-31,Switzerland,1716.728444016209,19
2013-10-31,Japan,1688.5031554535772,20
2013-10-31,Belgium,1642.3229636289611,21
2013-10-31,Spain,1605.2130018596968,22
2013-10-31,Peru,1595.3886261887963,23
2013-10-31,Canada,1595.2640559750726,24
2013-10-31,Senegal,1547.606318492356,25
2013-10-31,Brazil,1530.42536331787,26
2013-10-31,Australia,1519.5876926273813,27
2013-10-31,Egypt,1514.5721919190823,28
2013-10-31,Italy,1497.9629366336712,29
2013-10-31,Panama,1489.203161251896,30
2013-10-31,United Arab Emirates,1477.854315573143,31
2013-10-31,Ecuador,1460.266831933741,32
2013-10-31,Jamaica,1408.4755804396339,33
2013-10-31,Nigeria,1401.5475451109273,34
2013-10-31,South Korea,1397.9449176217452,35
2013-10-31,Morocco,1382.5056446540345,36
2013-10-31,Cameroon,1354.6334734641864,37
2013-10-31,Mali,1322.5047147081068,38
2013-10-31,Serbia,1308.9985952220627,39
2013-10-31,Saudi Arabia,1299.5422831905043,40
2013-10-31,Ivory Coast,1162.892493563999,41
2013-10-31,Argentina,1111.1163451746856,42
2013-10-31,England,1078.9603454388314,43
2013-10-31,Costa Rica,1050.17433302217,44
2013-10-31,Wales,1034.3832888163802,45
2013-10-31,Mexico,1001.4334675567579,46
2013-10-31,Ukraine,982.4521234272923,47
2013-10-31,Poland,974.8976909499629,48
2013-11-30,Sweden,2006.5012087095645,1
2013-11-30,Tunisia,1973.4791864156077,2
2013-11-30,Iran,1972.5449971489745,3
2013-11-30,New Zealand,1971.6772715459874,4
2013-11-30,France,1962.195893237351,5
2013-11-30,Chile,1953.8148198306628,6
2013-11-30,Croatia,1948.0950103061634,7
2013-11-30,Iraq,1930.143928258798,8
2013-11-30,Uruguay,1927.7268191509984,9
2013-11-30,United States,1919.9538603224255,10
2013-11-30,Germany,1916.9940819940223,11
2013-11-30,Venezuela,1913.049058665262,12
2013-11-30,Qatar,1898.3033484280859,13
2013-11-30,Netherlands,1841.9430337827819,14
2013-11-30,Denmark,1804.6195981726262,15
2013-11-30,Colombia,1756.9737857007544,16
2013-11-30,Portugal,1755.7987138463566,17
2013-11-30,Algeria,1729.435777152481,18
2013-11-30,Switzerland,1717.1218376082834,19
2013-11-30,Japan,1701.8543245834132,20
2013-11-30,Belgium,1657.4599065204072,21
2013-11-30,Canada,1611.2851922918292,22
2013-11-30,Peru,1599.0630232045128,23
2013-11-30,Spain,1592.1713051570414,24
2013-11-30,Senegal,1533.7370300883688,25
2013-11-30,Australia,1524.5973152694826,26
2013-11-30,Brazil,1522.619114048543,27
2013-11-30,Italy,1506.1357606222634,28
2013-11-30,Egypt,1499.8170174168245,29
2013-11-30,United Arab Emirates,1480.0490201266587,30
2013-11-30,Ecuador,1470.4151486183096,31
2013-11-30,Panama,1466.2856214017188,32
2013-11-30,Jamaica,1419.1995324512316,33
2013-11-30,South Korea,1406.1802294514148,34
2013-11-30,Nigeria,1393.0105255218045,35
2013-11-30,Morocco,1383.8199655039687,36
2013-11-30,Cameroon,1374.5595466450668,37
2013-11-30,Mali,1303.6172432706683,38
2013-11-30,Serbia,1302.706622505204,39
2013-11-30,Saudi Arabia,1294.4037708564958,40
2013-11-30,Ivory Coast,1149.9942906467743,41
2013-11-30,Argentina,1094.8348079561697,42
2013-11-30,England,1081.232927511838,43
2013-11-30,Costa Rica,1034.6662992267231,44
2013-11-30,Wales,1020.7939309477413,45
2013-11-30,Mexico,998.2110369399451,46
2013-11-30,Poland,987.6829199438948,47
2013-11-30,Ukraine,972.2813826319342,48
2013-12-31,Sweden,2009.0956594028448,1
2013-12-31,Tunisia,1978.042167677534,2
2013-12-31,Iran,1963.1228796608561,3
2013-12-31,Croatia,1962.1786924151536,4
2013-12-31,France,1961.3930031179784,5
2013-12-31,Chile,1958.4078039541914,6
2013-12-31,New Zealand,1957.022749279328,7
2013-12-31,Iraq,1939.8068773120253,8
2013-12-31,Uruguay,1926.1873507688135,9
2013-12-31,United States,1920.0704536760134,10
2013-12-31,Germany,1915.8303716053927,11
2013-12-31,Qatar,1907.1880196147074,12
2013-12-31,Venezuela,1903.2215796893822,13
2013-12-31,Netherlands,1828.4719950176545,14
2013-12-31,Denmark,1814.4236260023122,15
2013-12-31,Portugal,1749.6673410104138,16
2013-12-31,Colombia,1748.2560033551792,17
2013-12-31,Algeria,1718.974012134305,18
2013-12-31,Switzerland,1706.2972676735876,19
2013-12-31,Japan,1692.0266224401792,20
2013-12-31,Belgium,1653.3252017253556,21
2013-12-31,Canada,1625.9211382453898,22
2013-12-31,Spain,1605.1975827661824,23
2013-12-31,Peru,1596.1738945860516,24
2013-12-31,Senegal,1551.4604436682298,25
2013-12-31,Australia,1530.9460189298754,26
2013-12-31,Brazil,1524.0458618271039,27
2013-12-31,Italy,1506.730943966969,28
2013-12-31,Egypt,1504.7574872055566,29
2013-12-31,Panama,1467.8047484507258,30
2013-12-31,United Arab Emirates,1462.3309433714069,31
2013-12-31,Ecuador,1457.1938818869075,32
2013-12-31,Jamaica,1436.5703348893792,33
2013-12-31,Nigeria,1397.858342152571,34
2013-12-31,South Korea,1396.0169391869817,35
2013-12-31,Cameroon,1378.855576263129,36
2013-12-31,Morocco,1358.2856683007126,37
2013-12-31,Serbia,1301.4079327721558,38
2013-12-31,Mali,1299.1711617454393,39
2013-12-31,Saudi Arabia,1287.2775559761515,40
2013-12-31,Ivory Coast,1139.7748302514706,41
2013-12-31,Argentina,1100.0219213504556,42
2013-12-31,England,1067.8037574000582,43
2013-12-31,Costa Rica,1032.397535359233,44
2013-12-31,Wales,1024.773901795513,45
2013-12-31,Mexico,1005.6447993158388,46
2013-12-31,Poland,989.6276302442714,47
2013-12-31,Ukraine,972.960007037785,48
2014-01-31,Sweden,2019.8042235802789,1
2014-01-31,Tunisia,1975.4118504148705,2
2014-01-31,Iran,1973.3229806033507,3
2014-01-31,France,1972.7791887632725,4
2014-01-31,Croatia,1968.2937050224593,5
2014-01-31,Chile,1960.306270226042,6
2014-01-31,New Zealand,1958.244660319119,7
2014-01-31,Iraq,1935.67605266052,8
2014-01-31,Uruguay,1934.3643897174882,9
2014-01-31,Germany,1922.0662296574362,10
2014-01-31,Qatar,1911.702027638857,11
2014-01-31,United States,1908.0322102662233,12
2014-01-31,Venezuela,1894.2191572461638,13
2014-01-31,Netherlands,1818.7920985000062,14
2014-01-31,Denmark,1818.755167019911,15
2014-01-31,Portugal,1743.7208681323646,16
2014-01-31,Colombia,1735.2566532834119,17
2014-01-31,Japan,1721.9952499730757,18
2014-01-31,Algeria,1707.3607434439737,19
2014-01-31,Switzerland,1704.5004169462272,20
2014-01-31,Belgium,1656.4462040103892,21
2014-01-31,Canada,1631.0117961981484,22
2014-01-31,Peru,1601.798271270475,23
2014-01-31,Spain,1598.7240566945607,24
2014-01-31,Senegal,1530.388780746398,25
2014-01-31,Australia,1530.3722761813037,26
2014-01-31,Brazil,1513.5012457060188,27
2014-01-31,Italy,1504.8104335148735,28
2014-01-31,Egypt,1500.9935506067206,29
2014-01-31,Ecuador,1462.784010955448,30
2014-01-31,United Arab Emirates,1456.876077078102,31
2014-01-31,Panama,1450.4495697726177,32
2014-01-31,Jamaica,1407.9094910749284,33
2014-01-31,South Korea,1404.020715789895,34
2014-01-31,Cameroon,1394.230844898559,35
2014-01-31,Nigeria,1381.265209339756,36
2014-01-31,Morocco,1370.7012862705267,37
2014-01-31,Serbia,1303.5802073292264,38
2014-01-31,Mali,1281.9495887117644,39
2014-01-31,Saudi Arabia,1276.1581884661975,40
2014-01-31,Ivory Coast,1156.878883501037,41
2014-01-31,Argentina,1113.3583663782708,42
2014-01-31,England,1067.6228256117342,43
2014-01-31,Costa Rica,1032.790601567349,44
2014-01-31,Wales,1027.681635160415,45
2014-01-31,Poland,991.2295208569165,46
2014-01-31,Mexico,989.1254445317313,47
2014-01-31,Ukraine,977.8661108613134,48
2014-02-28,Sweden,2037.0277330914248,1
2014-02-28,France,1987.1770696901183,2
2014-02-28,Iran,1975.0607121119108,3
2014-02-28,Tunisia,1967.3989239772939,4
2014-02-28,Chile,1961.702802435978,5
2014-02-28,Croatia,1961.3768950832753,6
2014-02-28,New Zealand,1958.9028420413586,7
2014-02-28,Iraq,1940.2356759001373,8
2014-02-28,Uruguay,1939.6173480656987,9
2014-02-28,United States,1917.9044040162164,10
2014-02-28,Qatar,1916.8864421715791,11
2014-02-28,Germany,1910.160335136647,12
2014-02-28,Venezuela,1888.3700876740443,13
2014-02-28,Denmark,1830.7109073489894,14
2014-02-28,Netherlands,1821.0668955723506,15
2014-02-28,Portugal,1729.0224909773867,16
2014-02-28,Colombia,1722.5478125035866,17
2014-02-28,Japan,1717.4912471647863,18
2014-02-28,Switzerland,1710.8539277912178,19
2014-02-28,Algeria,1686.6046545028044,20
2014-02-28,Belgium,1666.5794449367706,21
2014-02-28,Canada,1619.1609389851546,22
2014-02-28,Peru,1615.746300221258,23
2014-02-28,Spain,1612.5107506986687,24
2014-02-28,Australia,1532.4984144544696,25
2014-02-28,Brazil,1509.92867597995,26
2014-02-28,Egypt,1509.12583575457,27
2014-02-28,Italy,1509.0084367825177,28
2014-02-28,Senegal,1505.5928551163006,29
2014-02-28,Ecuador,1470.6557458840082,30
2014-02-28,Panama,1460.4698113273014,31
2014-02-28,United Arab Emirates,1460.1621469970735,32
2014-02-28,Jamaica,1416.7365076232202,33
2014-02-28,South Korea,1401.5942185416623,34
2014-02-28,Cameroon,1395.1247340814866,35
2014-02-28,Nigeria,1385.3360276846067,36
2014-02-28,Morocco,1381.7800332451861,37
2014-02-28,Serbia,1310.1089834502775,38
2014-02-28,Saudi Arabia,1278.097068924672,39
2014-02-28,Mali,1268.5149340085668,40
2014-02-28,Ivory Coast,1159.3226729749224,41
2014-02-28,Argentina,1122.3967865652876,42
2014-02-28,England,1043.8716224035804,43
2014-02-28,Costa Rica,1030.698489774202,44
2014-02-28,Wales,1026.2859707385783,45
2014-02-28,Mexico,994.2520549024692,46
2014-02-28,Poland,982.1686464009082,47
2014-02-28,Ukraine,969.3414079325844,48
2014-03-31,Sweden,2047.2830101131797,1
2014-03-31,France,2004.8755070539455,2
2014-03-31,Tunisia,1968.4852696442665,3
2014-03-31,Iran,1965.817199290475,4
2014-03-31,Chile,1963.7874359421419,5
2014-03-31,New Zealand,1956.6500291747614,6
2014-03-31,Croatia,1954.6331869946544,7
2014-03-31,Iraq,1948.088190500019,8
2014-03-31,Germany,1936.1444064769253,9
2014-03-31,Uruguay,1931.589940497613,10
2014-03-31,Qatar,1929.4109972884967,11
2014-03-31,United States,1922.3237301729002,12
2014-03-31,Venezuela,1882.741090111862,13
2014-03-31,Denmark,1839.8483508364934,14
2014-03-31,Netherlands,1820.357526887229,15
2014-03-31,Japan,1713.2855371425214,16
2014-03-31,Switzerland,1709.5669940422763,17
2014-03-31,Portugal,1709.1585479884961,18
2014-03-31,Colombia,1706.3521110124957,19
2014-03-31,Algeria,1690.7612205305418,20
2014-03-31,Belgium,1674.954781985391,21
2014-03-31,Peru,1623.2739746200732,22
2014-03-31,Spain,1622.3952687084322,23
2014-03-31,Canada,1622.3546424244687,24
2014-03-31,Australia,1541.744647233198,25
2014-03-31,Egypt,1511.3203132828212,26
2014-03-31,Italy,1497.5966684538557,27
2014-03-31,Senegal,1494.7719300475446,28
2014-03-31,Brazil,1492.9995109579927,29
2014-03-31,Ecuador,1473.622586255132,30
2014-03-31,United Arab Emirates,1473.202695175227,31
2014-03-31,Panama,1452.7073106126716,32
2014-03-31,South Korea,1418.5662351274982,33
2014-03-31,Jamaica,1417.8484149412266,34
2014-03-31,Morocco,1392.5807670643628,35
2014-03-31,Nigeria,1372.53906761087,36
2014-03-31,Cameroon,1372.3348820429103,37
2014-03-31,Serbia,1309.7995956251461,38
2014-03-31,Mali,1280.897185413709,39
2014-03-31,Saudi Arabia,1274.7858486803989,40
2014-03-31,Ivory Coast,1161.2184965756096,41
2014-03-31,Argentina,1117.4456197839597,42
2014-03-31,Wales,1050.8112293809743,43
2014-03-31,England,1046.998076670631,44
2014-03-31,Costa Rica,1029.411624790361,45
2014-03-31,Mexico,995.8340305683879,46
2014-03-31,Poland,982.7905034287924,47
2014-03-31,Ukraine,967.6124410745689,48
2014-04-30,Sweden,2048.758117009648,1
2014-04-30,France,2010.468051119057,2
2014-04-30,Tunisia,1971.5865827516502,3
2014-04-30,Croatia,1962.8533204293697,4
2014-04-30,New Zealand,1962.324633142164,5
2014-04-30,Iran,1958.8323467809603,6
2014-04-30,Chile,1953.6496729219805,7
2014-04-30,Iraq,1939.889696916018,8
2014-04-30,Qatar,1930.2938208784321,9
2014-04-30,Germany,1921.4255952318422,10
2014-04-30,Uruguay,1920.5721887774503,11
2014-04-30,United States,1910.1837621728282,12
2014-04-30,Venezuela,1884.3019518540418,13
2014-04-30,Denmark,1842.344803647841,14
2014-04-30,Netherlands,1808.585861674047,15
2014-04-30,Switzerland,1713.7247603891904,16
2014-04-30,Portugal,1710.772341059379,17
2014-04-30,Japan,1710.2330162340231,18
2014-04-30,Algeria,1701.830116256868,19
2014-04-30,Colombia,1691.387661098337,20
2014-04-30,Belgium,1668.5275708553975,21
2014-04-30,Peru,1644.377262420317,22
2014-04-30,Spain,1618.4351952665977,23
2014-04-30,Canada,1614.3013031458618,24
2014-04-30,Australia,1557.5706011986047,25
2014-04-30,Egypt,1538.617842374176,26
2014-04-30,Senegal,1520.8211803592053,27
2014-04-30,Brazil,1509.1109477516777,28
2014-04-30,Italy,1508.7169882244887,29
2014-04-30,United Arab Emirates,1465.8236994458152,30
2014-04-30,Ecuador,1461.3558400247775,31
2014-04-30,Panama,1459.2010087088224,32
2014-04-30,South Korea,1433.8173104427774,33
2014-04-30,Jamaica,1405.7026427172023,34
2014-04-30,Morocco,1371.4486067276853,35
2014-04-30,Nigeria,1368.6425193447672,36
2014-04-30,Cameroon,1353.1516445838631,37
2014-04-30,Serbia,1323.9313442701518,38
2014-04-30,Mali,1291.8474129499166,39
2014-04-30,Saudi Arabia,1265.9623095634947,40
2014-04-30,Ivory Coast,1163.051681708317,41
2014-04-30,Argentina,1114.1687528115099,42
2014-04-30,Wales,1062.8153091716201,43
2014-04-30,England,1031.274182295252,44
2014-04-30,Costa Rica,1021.9482017988246,45
2014-04-30,Mexico,1001.7841917215937,46
2014-04-30,Poland,977.4010226345413,47
2014-04-30,Ukraine,961.7257483925209,48
2014-05-31,Sweden,2048.9480721722953,1
2014-05-31,France,2016.1890805565808,2
2014-05-31,Iran,1960.9829252589143,3
2014-05-31,New Zealand,1953.5633806535197,4
2014-05-31,Chile,1950.8031864368747,5
2014-05-31,Tunisia,1948.403606031275,6
2014-05-31,Croatia,1947.184136082661,7
2014-05-31,Germany,1935.1927026766714,8
2014-05-31,Iraq,1934.5808965220826,9
2014-05-31,Qatar,1929.7596000402505,10
2014-05-31,Uruguay,1928.3108098896446,11
2014-05-31,United States,1895.8384255619949,12
2014-05-31,Venezuela,1888.1287371999392,13
2014-05-31,Denmark,1843.4968759689177,14
2014-05-31,Netherlands,1810.0261962028012,15
2014-05-31,Portugal,1722.0574884485065,16
2014-05-31,Switzerland,1721.864851449209,17
2014-05-31,Japan,1719.8646400802809,18
2014-05-31,Algeria,1711.891467685989,19
2014-05-31,Colombia,1688.1140771998191,20
2014-05-31,Belgium,1665.4626464913786,21
2014-05-31,Peru,1647.542402374631,22
2014-05-31,Spain,1638.9467685618536,23
2014-05-31,Canada,1624.6379438216975,24
2014-05-31,Australia,1553.4282840514645,25
2014-05-31,Egypt,1530.295265815021,26
2014-05-31,Senegal,1505.3087466679456,27
2014-05-31,Brazil,1503.7971098028574,28
2014-05-31,Italy,1498.9860490143164,29
2014-05-31,Panama,1477.0105977268895,30
2014-05-31,Ecuador,1449.9370576748966,31
2014-05-31,United Arab Emirates,1443.7796799700786,32
2014-05-31,South Korea,1437.9435901760162,33
2014-05-31,Jamaica,1396.1815867832236,34
2014-05-31,Nigeria,1368.255766784231,35
2014-05-31,Morocco,1367.7968561365838,36
2014-05-31,Cameroon,1343.697022663869,37
2014-05-31,Serbia,1315.026827781669,38
2014-05-31,Mali,1288.4128308439933,39
2014-05-31,Saudi Arabia,1274.6540107464061,40
2014-05-31,Ivory Coast,1181.4693686867347,41
2014-05-31,Argentina,1112.0018013393117,42
2014-05-31,Wales,1083.7381456536152,43
2014-05-31,England,1036.0587376589954,44
2014-05-31,Costa Rica,1025.0612748922774,45
2014-05-31,Mexico,1012.2404317153745,46
2014-05-31,Poland,978.3558141934433,47
2014-05-31,Ukraine,966.4398167497035,48
2014-06-30,Sweden,2060.0704710539003,1
2014-06-30,France,2020.1755026529672,2
2014-06-30,Croatia,1959.2166104382056,3
2014-06-30,Iran,1958.6509125509062,4
2014-06-30,Chile,1950.516908490928,5
2014-06-30,New Zealand,1943.019832600189,6
2014-06-30,Germany,1938.0194219140465,7
2014-06-30,Iraq,1936.8835941631628,8
2014-06-30,Uruguay,1931.222018211932,9
2014-06-30,Tunisia,1927.5186321282524,10
2014-06-30,Qatar,1918.2519395334555,11
2014-06-30,Venezuela,1889.6381013891014,12
2014-06-30,United States,1889.3237379994055,13
2014-06-30,Denmark,1842.2828472643582,14
2014-06-30,Netherlands,1815.3404424542114,15
2014-06-30,Portugal,1738.008881219625,16
2014-06-30,Switzerland,1722.2436703633673,17
2014-06-30,Japan,1719.5839015001493,18
2014-06-30,Algeria,1696.2676532915611,19
2014-06-30,Colombia,1683.380041246153,20
2014-06-30,Belgium,1670.2053826807805,21
2014-06-30,Peru,1644.9036620108077,22
2014-06-30,Canada,1627.797464914433,23
2014-06-30,Spain,1606.526549745288,24
2014-06-30,Australia,1559.4655477660756,25
2014-06-30,Egypt,1539.447668777823,26
2014-06-30,Italy,1516.8851053450778,27
2014-06-30,Senegal,1511.9657364756315,28
2014-06-30,Brazil,1504.2949782718838,29
2014-06-30,Panama,1479.321640741688,30
2014-06-30,Ecuador,1454.9420344904004,31
2014-06-30,United Arab Emirates,1432.1191292270753,32
2014-06-30,South Korea,1421.482902430706,33
2014-06-30,Jamaica,1404.453490712165,34
2014-06-30,Nigeria,1372.464982793334,35
2014-06-30,Morocco,1347.911957445584,36
2014-06-30,Cameroon,1347.311012836281,37
2014-06-30,Serbia,1307.7318275551963,38
2014-06-30,Mali,1298.1060724434496,39
2014-06-30,Saudi Arabia,1297.2135206507899,40
2014-06-30,Ivory Coast,1188.537665457517,41
2014-06-30,Argentina,1105.6337245063091,42
2014-06-30,Wales,1063.7838368929804,43
2014-06-30,England,1034.1608218196661,44
2014-06-30,Costa Rica,1026.2401222142892,45
2014-06-30,Mexico,1001.6003120234585,46
2014-06-30,Poland,980.7525859488806,47
2014-06-30,Ukraine,967.5039862922558,48
2014-07-31,Sweden,2077.590758144896,1
2014-07-31,France,2014.2092156516676,2
2014-07-31,Chile,1950.541174873084,3
2014-07-31,Croatia,1946.9259150832545,4
2014-07-31,Uruguay,1944.1250361709463,5
2014-07-31,Iran,1941.7073710431002,6
2014-07-31,New Zealand,1940.3979057526985,7
2014-07-31,Germany,1935.5823271590848,8
2014-07-31,Tunisia,1930.7111886258785,9
2014-07-31,Iraq,1925.7215458463497,10
2014-07-31,Qatar,1917.2041359941643,11
2014-07-31,Venezuela,1906.6599770468374,12
2014-07-31,United States,1897.0000026149216,13
2014-07-31,Denmark,1839.4521642645057,14
2014-07-31,Netherlands,1802.4165956295483,15
2014-07-31,Portugal,1729.0502820151441,16
2014-07-31,Japan,1718.1679297785554,17
2014-07-31,Switzerland,1709.8508622111542,18
2014-07-31,Algeria,1699.5961198700911,19
2014-07-31,Belgium,1696.8207853665886,20
2014-07-31,Colombia,1683.2074900750565,21
2014-07-31,Peru,1657.3252376658481,22
2014-07-31,Canada,1622.060792298221,23
2014-07-31,Spain,1611.08091690037,24
2014-07-31,Australia,1561.4971698320905,25
2014-07-31,Egypt,1539.3750850304639,26
2014-07-31,Italy,1521.5613872635663,27
2014-07-31,Senegal,1518.904591486047,28
2014-07-31,Brazil,1501.383931767213,29
2014-07-31,Panama,1484.1594914903235,30
2014-07-31,Ecuador,1473.6711617891435,31
2014-07-31,South Korea,1439.754142543258,32
2014-07-31,United Arab Emirates,1421.4626570168032,33
2014-07-31,Jamaica,1406.5529993396133,34
2014-07-31,Nigeria,1384.3750363169088,35
2014-07-31,Cameroon,1369.6994284460752,36
2014-07-31,Morocco,1346.9178191104813,37
2014-07-31,Serbia,1319.970873379125,38
2014-07-31,Mali,1303.9111232130492,39
2014-07-31,Saudi Arabia,1291.5454581162599,40
2014-07-31,Ivory Coast,1182.7741893038326,41
2014-07-31,Argentina,1104.9393191647287,42
2014-07-31,Wales,1060.5989847944672,43
2014-07-31,England,1039.6163479733732,44
2014-07-31,Costa Rica,1019.5246817910665,45
2014-07-31,Mexico,983.5381372972943,46
2014-07-31,Ukraine,970.1761097122898,47
2014-07-31,Poland,963.2680067621404,48
2014-08-31,Sweden,2068.7830675942664,1
2014-08-31,France,2007.790438085729,2
2014-08-31,Chile,1953.2856460960895,3
2014-08-31,New Zealand,1950.890823225388,4
2014-08-31,Croatia,1950.6110318785509,5
2014-08-31,Uruguay,1947.038675116011,6
2014-08-31,Tunisia,1940.429532737309,7
2014-08-31,Iran,1939.5971975266555,8
2014-08-31,Germany,1933.9883581389106,9
2014-08-31,United States,1921.4364331651348,10
